Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2021 Revenue/Yr,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2020 % Sales Growth,2019 % Sales Growth,2018 % Sales Growth,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2020 % Employee Growth,2019 % Employee Growth,2018 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source 
AtoZDatabases,2/22/2023,8/22/2023,Avance,,301 S Frio St,301,S,Frio,St,,San Antonio,TX,78207,4421,Jose Medellin,Jose,,Medellin,Manager,Unknown,22,,N/A,301 S Frio St,301,S,Frio,St,,San Antonio,TX,78207,4421,(210) 270-4630,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4247059,-98.5049561,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,8399039,Non-Profit Organizations,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,Yes,"1,000 to 4,999",www.avance.org,No,1995,,,,0,0,0,0,0,0,0,0,22,,,,0,0,0,Jose,Medellin,Manager,Unknown,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$10,000 to $24,999","$25,000 to $99,999","$10,000 to $24,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Norma A Hernandez,,3005 W Poplar St,3005,W,Poplar,St,,San Antonio,TX,78207,1328, ,,,,,,13,,"$719,000 ",3005 W Poplar St,3005,W,Poplar,St,,San Antonio,TX,78207,1328,(210) 815-5293,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4421686,-98.5389515,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2020,,,,0,705000,641550,0,0,10,0,0,13,14,,,-7,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Renewed Families Child Custody Services Inc,,2903 W Salinas St,2903,W,Salinas,St,,San Antonio,TX,78207,2858, ,,,,,,7,,"$802,000 ",2903 W Salinas St,2903,W,Salinas,St,,San Antonio,TX,78207,2858,(210) 590-2551,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4310927,-98.5257334,,Law Firms,,,No,8111003,Law Firms,8111001,Attorneys,8322106,Child Support Collections,8111007,Divorce & Family Law,,,,,,,,,,,,,541110,Offices of Lawyers,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",www.renewedfamilies.org,No,2015,,,,0,789000,1329935,1329935,1329935,-41,0,0,7,7,7,7,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$2,500 to $4,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Catholic Charities,,2903 W Salinas St,2903,W,Salinas,St,,San Antonio,TX,78207,2858,Steve Salda,Steve,,Salda,Manager,Unknown,11,"18,015",N/A,2903 W Salinas St,2903,W,Salinas,St,,San Antonio,TX,78207,2858,(210) 476-0707,N/A,(800) 919-9338,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4310927,-98.5257334,,Charitable Institutions,Branch,,No,8399032,Charitable Institutions,8399039,Non-Profit Organizations,8322064,Social Services & Welfare Organizations,8322001,Individual & Family Social Services,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,10 to 24,Private,No,"1,000 to 4,999",,No,2022,,,,0,0,0,0,0,0,0,0,11,,,,0,0,0,Steve,Salda,Manager,Unknown,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,The Salvation Army Family Store,Salvation Army Thrift Store,2711 West Ave,2711,,West,Ave,,San Antonio,TX,78201,2239,Natasha Williams,Natasha,,Williams,Office Manager,Female,8,"56,093",N/A,2711 West Ave,2711,,West,Ave,,San Antonio,TX,78201,2239,(210) 342-4731,N/A,(800) 728-7825,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4852884,-98.5265924,,Thrift Shops,Branch,,No,5932036,Thrift Shops,5932001,Used Merchandise Stores,8661001,Religious Organizations & Institutions,8322001,Individual & Family Social Services,,,,,,,,,,,,,459510,Used Merchandise Retailers,813110,Religious Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,5 to 9,Private,No,"1,000 to 4,999",www.salvationarmyusa.org,No,1865,,,,0,0,0,0,0,0,0,0,8,8,8,10,0,0,-20,Natasha,Williams,Office Manager,Female,Administration & Operations,Ray,Andrews,Manager,Male,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$2,500 to $7,499",,"$2,000 to $4,999","$10,000 to $24,999","$10,000 to $24,999","$2,000 to $4,999","$7,500 to $19,999",1.11326E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Healthy Women's Center,,2614 W Commerce St,2614,W,Commerce,St,,San Antonio,TX,78207,3765,Josie Guerrero,Josie,,Guerrero,Manager,Female,3,"88,968","$529,000 ",2614 W Commerce St,2614,W,Commerce,St,,San Antonio,TX,78207,3765,(210) 227-2323,(210) 299-5284,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427659,-98.5239706,,Medical & Health Clinics & Offices,Branch,,No,8011005,Medical & Health Clinics & Offices,8011001,Physicians & Surgeons,8049001,Health Practitioners,8322002,Counselors & Counseling Services,8322111,Pregnancy Counseling Services,,,,,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),621399,Offices of All Other Miscellaneous Health Practitioners,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,5 to 9,Public,No,Up to 999,www.healthywomanpa.com,No,1975,,,,0,529000,518420,513236,533765,2,1,-4,3,3,3,3,0,0,0,Josie,Guerrero,Manager,Female,Administration & Operations,Liza,Gonzales,Manager,Female,Administration & Operations,Dawn,Bridgewell,Manager,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$1,000 to $2,499",,"$2,500 to $7,499",,"$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Assistance League of San Antonio,Assistance League San Antonio,2611 West Ave Ste 101,2611,,West,Ave,,San Antonio,TX,78201,2249,Kay Murrel,Kay,,Murrel,President,Female,200,,N/A,PO Box 13130,13130,,PO Box,,,San Antonio,TX,78213,130,(210) 732-1200,(210) 732-1548,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4847514,-98.5264043,,Thrift Shops,,,No,5932036,Thrift Shops,8322072,Community Services,8399039,Non-Profit Organizations,,,,,,,,,,,,,,,459510,Used Merchandise Retailers,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,Yes,100 to 499,Private,No,"50,000 or more",www.assistanceleague.org,No,1995,,,,0,0,0,0,0,0,0,0,200,,,,0,0,0,Kay,Murrel,President,Female,Administration & Operations,Diane,Branche,President,Female,Administration & Operations,Marcia,Lehman,President,Female,Administration & Operations,Denise,Foust,Executive Officer,Female,Administration & Operations,Jo,Herbold,Executive Officer,Female,Administration & Operations,Lee,Bartels,Executive Officer,Male,Administration & Operations,Janet,Maloney,Executive Officer,Female,Marketing & Advertising,Wanda,Edlund,Manager,Female,Administration & Operations,Ruth,Heller,Manager,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,United Counseling Center,,2300 W Commerce St Ste 214,2300,W,Commerce,St,,San Antonio,TX,78207,3840,Michael Gaovan,Michael,,Gaovan,Manager,Male,2,,"$128,000 ",2300 W Commerce St Ste 214,2300,W,Commerce,St,,San Antonio,TX,78207,3840,(210) 229-1933,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427349,-98.520621,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,Yes,Up to 999,,No,2006,,,,0,128000,132909,132909,66455,-4,0,100,2,2,2,1,0,0,100,Michael,Gaovan,Manager,Male,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$1,000 to $2,499",,"Up to $2,499",,"$2,000 to $4,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Elderly & Disabled Service Division,,2300 W Commerce St Ste 203,2300,W,Commerce,St,,San Antonio,TX,78207,3840, ,,,,,,27,,N/A,2300 W Commerce St Ste 203,2300,W,Commerce,St,,San Antonio,TX,78207,3840,(210) 207-7172,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427349,-98.520621,,Government Social & Human Resources Offices,,,No,9441001,Government Social & Human Resources Offices,8322056,Senior Citizens Services,9441007,City Government Social & Human Resources Offices,,,,,,,,,,,,,,,923130,Administration of Human Resource Programs,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"5,000 to 9,999",www.sanantonio.gov,No,,,,,0,0,0,0,0,0,0,0,27,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$20,000 to $49,999",,"$10,000 to $24,999","$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$20,000 to $49,999",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Fred Z Hernandez Jr LPC,,2300 W Commerce St Ste 107,2300,W,Commerce,St,,San Antonio,TX,78207,3841, ,,,,,,9,,"$332,000 ",2300 W Commerce St Ste 107,2300,W,Commerce,St,,San Antonio,TX,78207,3841,(210) 227-2707,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.427349,-98.520621,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,8322003,Marriage & Family Counseling Services,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,10 to 24,Private,Yes,"1,000 to 4,999",,No,2019,,,,0,332000,0,0,0,0,0,0,9,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Genevieve Gonzalez,,216 N Pinto St,216,N,Pinto,St,,San Antonio,TX,78207,3431, ,,,,,,13,,"$719,000 ",216 N Pinto St,216,N,Pinto,St,,San Antonio,TX,78207,3431,(210) 896-6085,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.428664,-98.516281,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2021,,,,0,705000,0,0,0,0,0,0,13,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,AGORA Ministries,,1807 San Fernando St,1807,,San Fernan,St,,San Antonio,TX,78207,4819, ,,,,,,13,,"$747,000 ",1807 San Fernando St,1807,,San Fernan,St,,San Antonio,TX,78207,4819,(210) 247-8494,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.421242,-98.520105,,Missions,,,No,8322061,Missions,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",www.agoraministries.com,No,2019,,,,0,733000,776980,815829,0,-6,-5,0,13,13,13,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Catholic Charities,,1801 W Cesar E Chavez Blvd,1801,W,Cesar E Ch,Blvd,,San Antonio,TX,78207,4243,Paula Zapata,Paula,,Zapata,Executive Officer,Female,17,"18,015",N/A,1801 W Cesar E Chavez Blvd,1801,W,Cesar E Ch,Blvd,,San Antonio,TX,78207,4243,(210) 433-3256,(210) 433-0851,(800) 919-9338,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4233721,-98.5175038,,Charitable Institutions,Branch,,No,8399032,Charitable Institutions,8399039,Non-Profit Organizations,8322064,Social Services & Welfare Organizations,8322001,Individual & Family Social Services,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"1,000 to 4,999",www.catholiccharitiesusa.org,No,1910,,,,0,0,0,0,0,0,0,0,17,,,,0,0,0,Paula,Zapata,Executive Officer,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,St Mary Magdalens St Vincent De Paul Social Service,,1735 Clower,1735,,Clower,,,San Antonio,TX,78201,,Margaret Fernandez,Margaret,,Fernandez,President,Female,1,,"$84,000 ",,,,,,,,,,,(210) 735-3700,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.47780713,-98.52284091,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,Yes,Up to 999,,No,1997,,,,0,84000,66455,66455,66455,26,0,0,1,1,1,1,0,0,0,Margaret,Fernandez,President,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Laura Avina LCSW,,1701 W Woodlawn Ave,1701,W,Woodlawn,Ave,,San Antonio,TX,78201,5406,Laura Avina,Laura,,Avina,Other Contacts,Female,1,,"$74,000 ",1701 W Woodlawn Ave,1701,W,Woodlawn,Ave,,San Antonio,TX,78201,5406,(210) 803-9827,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4541802,-98.5241714,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,2019,,,,0,74000,0,0,0,0,0,0,1,,,,0,0,0,Laura,Avina,Other Contacts,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,St Vincent De Paul Society,,1619 S Flores St,1619,S,Flores,St,,San Antonio,TX,78204,1622, ,,,,,,24,"13,852",N/A,1619 S Flores St,1619,S,Flores,St,,San Antonio,TX,78204,1622,(210) 212-5530,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.407502,-98.502537,,Social Services & Welfare Organizations,Branch,,No,8322064,Social Services & Welfare Organizations,8399039,Non-Profit Organizations,8399001,Social Services,,,,,,,,,,,,,,,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,,,Yes,25 to 99,Private,No,"5,000 to 9,999",,No,1845,,,,0,0,0,0,0,0,0,0,24,,,,0,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Advocates Social Services,Advocates Of San Antonio,1610 Buena Vista St,1610,,Buena Vist,St,,San Antonio,TX,78207,3801, ,,,,,,16,,N/A,1610 Buena Vista St,1610,,Buena Vist,St,,San Antonio,TX,78207,3801,(210) 212-7700,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.42579,-98.516232,,Social Services,,,No,8399001,Social Services,8322064,Social Services & Welfare Organizations,8743005,Lobbyists,,,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,541820,Public Relations Agencies,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,1997,,,,0,0,0,0,0,0,0,0,16,16,16,18,0,0,-11,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11326E+13,No,,,AtoZDatabases
AtoZDatabases,2/22/2023,8/22/2023,Good Samaritan Center,Good Samaritan Center of San Antonio,1600 Saltillo St,1600,,Saltillo,St,,San Antonio,TX,78207,6842,Jill Oettinger,Jill,,Oettinger,Executive Officer,Female,77,,N/A,1600 Saltillo St,1600,,Saltillo,St,,San Antonio,TX,78207,6842,(210) 434-5531,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.411495,-98.539216,,Child Day Care Services,,,No,8351001,Child Day Care Services,8322056,Senior Citizens Services,8399039,Non-Profit Organizations,,,,,,,,,,,,,,,624410,Child Day Care Services,624190,Other Individual and Family Services,813319,Other Social Advocacy Organizations,,,,,,,,,,,,,,,Yes,100 to 499,Private,Yes,"10,000 to 49,999",www.goodsamaritancommunityservices.org,No,2013,,,,0,0,0,0,0,0,0,0,77,,,,0,0,0,Jill,Oettinger,Executive Officer,Female,Administration & Operations,Bette,Boyd,Executive Officer,Female,Administration & Operations,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$25,000 to $99,999",,"$50,000 to $99,999",,"$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$50,000 to $99,999",1.11325E+13,No,,,AtoZDatabases
